gig_title,gig_url,rating_raw,seller_level_raw,price_raw,rating,review_count,price_pkr,seller_level,title_clean,title_word_count,seller_username,listing_position,log_price_pkr,log_review_count,cluster,niche_name,predicted_review
I will compose advanced excel formulas and automate excel with vba,https://www.fiverr.com/excel_expert/compose-advanced-excel-formulas-and-automate-excel-with-vba?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=11&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&seller_online=true&imp_id=237e755c-73a5-481c-8f9f-dbe5bcf1cec6,5.0(861),Level 2 Seller,"PKR 1,088",5.0,861.0,1088,Level 2 Seller,i will compose advanced excel formulas and automate excel with vba,11,excel_expert,11,6.9930151229329605,6.759255270663693,10,excel / vba / macros,92.76814763509377
I will help you to create your excel project,https://www.fiverr.com/ingdario/help-you-to-create-your-excel-project?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=12&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=e499b5e8-c024-4e03-8bc9-f7152c9cfb82,4.9(16),Level 1 Seller,"PKR 1,088",4.9,16.0,1088,Level 1 Seller,i will help you to create your excel project,9,ingdario,12,6.9930151229329605,2.833213344056216,10,excel / vba / macros,19.660816904160622
"I will automate microsoft excel spreadsheet, excel vba and macros",https://www.fiverr.com/excel_gateway/automate-microsoft-excel-spreadsheet-excel-vba-macros-function-and-formulas?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=13&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&seller_online=true&imp_id=d88bebc4-0f2d-4a73-95ce-86c2a381d1e0,4.9(125),Level 2 Seller,"PKR 4,351",4.9,125.0,4351,Level 2 Seller,i will automate microsoft excel spreadsheet excel vba and macros,10,excel_gateway,13,8.378390788535778,4.836281906951478,10,excel / vba / macros,195.58965130977882
"I will do web scraping, data mining of any website using python",https://www.fiverr.com/umair107/do-web-scraping-data-mining-web-harvesting-and-extraction-for-you?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=14&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&seller_online=true&imp_id=41baa4ba-abcb-4406-8967-444761242e94,5.0(630),Level 2 Seller,"PKR 1,088",5.0,630.0,1088,Level 2 Seller,i will do web scraping data mining of any website using python,12,umair107,14,6.9930151229329605,6.447305862541213,3,scraping / web / web scraping,118.97818149192511
I will do accurate and lightning fast excel work,https://www.fiverr.com/kkaur_work/do-accurate-and-lightning-fast-excel-work?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=15&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=f322556e-3f9c-4e48-b041-3921a7e5db77,5.0(502),Level 2 Seller,"PKR 3,263",5.0,502.0,3263,Level 2 Seller,i will do accurate and lightning fast excel work,9,kkaur_work,15,8.090708716083997,6.220590170099739,10,excel / vba / macros,113.17555633617081
I will automate your workspace with google apps script,https://www.fiverr.com/googlesheetspro/automate-your-workspace-with-google-apps-script?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=16&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=04b994b5-34c8-4967-aed5-8bf4a6904273,5.0(82),Top Rated Seller,"PKR 21,752",5.0,82.0,21752,Top Rated Seller,i will automate your workspace with google apps script,9,googlesheetspro,16,9.987506958039702,4.418840607796598,0,google / sheets / google sheets,57.532587116764624
I will create professional excel and google sheets,https://www.fiverr.com/egulraiz/create-professional-excel-and-google-sheets?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=17&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=ecc1dcc5-0b83-4250-af27-aae59775885e,5.0(96),Level 2 Seller,"PKR 6,526",5.0,96.0,6526,Level 2 Seller,i will create professional excel and google sheets,8,egulraiz,17,8.783702698635217,4.574710978503383,0,google / sheets / google sheets,137.14474403799113
"I will create your custom excel with vba, macros, dashboard and more",https://www.fiverr.com/dpumarino/create-your-custom-excel-with-vba-macros-dashboard-and-more?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=18&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=329f8280-12fb-40a9-bd23-32ca1caa46ba,5.0(27),Clients,"PKR 32,627",5.0,27.0,32627,Unknown,i will create your custom excel with vba macros dashboard and more,12,dpumarino,18,10.39292609442047,3.332204510175204,10,excel / vba / macros,24.113416388328083
"I will do web scraping, data mining and automation task on any website",https://www.fiverr.com/mustafajvd/do-web-scraping-data-mining-and-automation-task-on-any-website?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=19&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=7adc771b-ec1f-40a0-9998-2a23df0338f4,5.0(7),,"PKR 4,351",5.0,7.0,4351,Unknown,i will do web scraping data mining and automation task on any website,13,mustafajvd,19,8.378390788535778,2.079441541679836,3,scraping / web / web scraping,14.36745104095326
"I will automate excel, CSV, or google sheets data tasks using python scripting",https://www.fiverr.com/antonber12/use-python-scripting-to-automate-excel-or-csv-tasks?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=20&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=728c00ae-0e75-48ae-83ec-2c088e03655b,5.0(25),Level 1 Seller,"PKR 1,088",5.0,25.0,1088,Level 1 Seller,i will automate excel csv or google sheets data tasks using python scripting,13,antonber12,20,6.9930151229329605,3.258096538021482,0,google / sheets / google sheets,20.81407043057815
I will do automation and build bots in python and selenium,https://www.fiverr.com/aaqibmehrban/do-automation-and-build-bots-in-python-and-selenium?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=21&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=7bb95d1f-a60c-4dca-9d11-196dc62dcca0,5.0(123),,"PKR 4,351",5.0,123.0,4351,Unknown,i will do automation and build bots in python and selenium,11,aaqibmehrban,21,8.378390788535778,4.820281565605037,1,data / help / provide,8.948432612704853
"I will create excel and google sheets macros, vba, apps script, api",https://www.fiverr.com/eng_samerhany/automate-any-excel-task-from-formulas-to-vba-programming?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=22&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=ce3c3eff-30d8-4530-8cb5-6f39d7c7cfc7,5.0(57),,"PKR 38,065",5.0,57.0,38065,Unknown,i will create excel and google sheets macros vba apps script api,12,eng_samerhany,22,10.54707677424773,4.060443010546419,0,google / sheets / google sheets,21.224210932820906
I will be your perfect google sheets wizard,https://www.fiverr.com/realsavitaa/be-your-amazing-excel-wizard?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=23&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=73b3f693-c817-403c-8085-2dd308e3818b,5.0(65),Top Rated Seller,"PKR 20,664",5.0,65.0,20664,Top Rated Seller,i will be your perfect google sheets wizard,8,realsavitaa,23,9.936196726945832,4.189654742026425,0,google / sheets / google sheets,138.31338794456192
"I will do any microsoft excel formula, excel macro, excel vba and chart",https://www.fiverr.com/realsavitaa/provide-amazing-service-in-excel-formula-macro-or-vba?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=24&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=9bdcf384-8b17-4f84-8053-0215916d2c83,5.0(1k+),Top Rated Seller,"PKR 10,876",5.0,1000.0,10876,Top Rated Seller,i will do any microsoft excel formula excel macro excel vba and chart,13,realsavitaa,24,9.294405747093853,6.90875477931522,10,excel / vba / macros,470.6330016938131
"I will do web scraping, data mining, extraction and data collection",https://www.fiverr.com/shafaqat048/do-any-type-of-web-scraping?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=25&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=dd80e8ad-a29c-4e89-98ee-77ae47158d7f,5.0(990),Level 2 Seller,"PKR 2,176",5.0,990.0,2176,Level 2 Seller,i will do web scraping data mining extraction and data collection,11,shafaqat048,25,7.685703061234547,6.898714534329988,3,scraping / web / web scraping,47.46490893136628
"I will do product scraping, web scraping, image scraping",https://www.fiverr.com/altaf_ahmed1122/do-product-scraping-web-scraping-image-scraping?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=26&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=6f546cb1-9436-45b2-8c70-439431b7a43b,4.9(100),Level 2 Seller,"PKR 1,088",4.9,100.0,1088,Level 2 Seller,i will do product scraping web scraping image scraping,9,altaf_ahmed1122,26,6.9930151229329605,4.61512051684126,3,scraping / web / web scraping,104.76949072800289
I will do web scraping and data mining with python up to 100k rows,https://www.fiverr.com/mk_blaze/do-web-scraping-and-data-mining-with-python?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=27&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=fa28c367-5e27-485a-ac59-fc5a4440d5a7,5.0(75),Level 2 Seller,"PKR 4,351",5.0,75.0,4351,Level 2 Seller,i will do web scraping and data mining with python up to 100k rows,14,mk_blaze,27,8.378390788535778,4.330733340286331,3,scraping / web / web scraping,139.0044495369511
I will automate your social media searches,https://www.fiverr.com/rapidtech1898/automate-your-social-media-searches?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=28&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=94aa939e-dd97-4523-851c-9c177c94868d,5.0(1),Clients,"PKR 40,240",5.0,1.0,40240,Unknown,i will automate your social media searches,7,rapidtech1898,28,10.602641655359475,0.6931471805599453,1,data / help / provide,3.1464962016029903
I will do anything on excel and word templates macros vba formatting,https://www.fiverr.com/jawadarshad007/do-anything-on-excel-and-word?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=29&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=7fc00a57-a565-4af8-9b20-d79937dcd700,5.0(529),Top Rated Seller,"PKR 19,576",5.0,529.0,19576,Top Rated Seller,i will do anything on excel and word templates macros vba formatting,12,jawadarshad007,29,9.882110686776542,6.272877006546167,10,excel / vba / macros,374.66317613575114
I will do web scraping data scraping using python web scraper,https://www.fiverr.com/abdullah__zafar/do-python-web-scraping-data-entry-data-extraction?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=30&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=015684ec-360b-41bb-9ae6-773f1902c9ac,5.0(22),,"PKR 2,176",5.0,22.0,2176,Unknown,i will do web scraping data scraping using python web scraper,11,abdullah__zafar,30,7.685703061234547,3.1354942159291497,3,scraping / web / web scraping,32.856032324294986
I will automate your excel with vba and macros,https://www.fiverr.com/pankaj88092/make-your-excel-sheet-automate-with-vba-and-macros?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=31&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=4e703a97-6dc8-4a5d-96b2-ce100050632c,5.0(156),Level 2 Seller,"PKR 2,176",5.0,156.0,2176,Level 2 Seller,i will automate your excel with vba and macros,9,pankaj88092,31,7.685703061234547,5.056245805348308,10,excel / vba / macros,77.41378868691673
I will code an indicator or strategy in tradingview pinescript,https://www.fiverr.com/the_pro_coder/code-an-indicator-or-strategy-in-tradingview-pinescript?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=32&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&seller_online=true&imp_id=584c3b1f-8b93-40a4-bfd9-81a647461756,5.0(117),Level 2 Seller,"PKR 10,876",5.0,117.0,10876,Level 2 Seller,i will code an indicator or strategy in tradingview pinescript,10,the_pro_coder,32,9.294405747093853,4.770684624465665,1,data / help / provide,29.756647593949708
"I will develop excel macros, complex formulas and pivot tables",https://www.fiverr.com/mrexcel_/develop-excel-macros-complex-formulas-and-pivot-tables?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=33&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=f7465da9-ac02-407c-8e8a-7999c0c160b5,5.0(365),Top Rated Seller,"PKR 10,876",5.0,365.0,10876,Top Rated Seller,i will develop excel macros complex formulas and pivot tables,10,mrexcel_,33,9.294405747093853,5.902633333401366,10,excel / vba / macros,225.00460424075928
"I will do excel spreadsheet, excel vba, data entry, excel functions",https://www.fiverr.com/mdyasul/do-any-excel-job-within-hours-24h7d-with-excellence?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=34&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=620aeddb-1e32-48f4-9574-6c653fbf5ad9,4.9(416),Top Rated Seller,"PKR 10,876",4.9,416.0,10876,Top Rated Seller,i will do excel spreadsheet excel vba data entry excel functions,11,mdyasul,34,9.294405747093853,6.0330862217988015,10,excel / vba / macros,213.6606564806789
I will solve your excel or google sheets problem,https://www.fiverr.com/jonathanselman/solve-your-excel-problem-or-no-charge?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=35&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=66b48702-11ea-476a-857c-2f4e4252a934,5.0(873),Top Rated Seller,"PKR 8,701",5.0,873.0,8701,Top Rated Seller,i will solve your excel or google sheets problem,9,jonathanselman,35,9.071308163280625,6.773080375655535,0,google / sheets / google sheets,368.79872259561193
"I will do web scraping , data mining and extraction with python",https://www.fiverr.com/kiritoxy/web-scrape-data-from-different-websites?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=36&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=9793da0e-539f-4eea-80e3-923b7a78f60c,5.0(34),Level 2 Seller,"PKR 6,526",5.0,34.0,6526,Level 2 Seller,i will do web scraping data mining and extraction with python,11,kiritoxy,36,8.783702698635217,3.555348061489413,3,scraping / web / web scraping,68.04092258359272
"I will provide best service in excel, macro, vba, formula, automation",https://www.fiverr.com/sripra9007/solve-all-your-excel-sheet-issues?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=37&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&seller_online=true&imp_id=5e9d6b02-b925-4cb2-944f-b291afb3f4eb,5.0(615),Top Rated Seller,"PKR 6,526",5.0,615.0,6526,Top Rated Seller,i will provide best service in excel macro vba formula automation,11,sripra9007,37,8.783702698635217,6.423246963533519,10,excel / vba / macros,296.81415845096694
"I will do web scraping, data extraction or build custom web scraper",https://www.fiverr.com/jahmadkhan/scrap-or-mine-any-website-or-data-source-for-you?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=38&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=a6f0f067-e749-40b9-bea2-1ef81816b931,5.0(337),Top Rated Seller,"PKR 4,351",5.0,337.0,4351,Top Rated Seller,i will do web scraping data extraction or build custom web scraper,12,jahmadkhan,38,8.378390788535778,5.823045895483019,3,scraping / web / web scraping,540.9962386056019
"I will do web scraper, web scraping, data mining, data extraction",https://www.fiverr.com/cheapdeveloper/do-web-scraper-crawler-data-mining-data-extraction-for-you?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=39&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=2110f1d6-b962-4b31-b4e1-3190448ad503,4.9(423),Level 1 Seller,"PKR 2,176",4.9,423.0,2176,Level 1 Seller,i will do web scraper web scraping data mining data extraction,11,cheapdeveloper,39,7.685703061234547,6.049733455231958,3,scraping / web / web scraping,83.30913883762727
I will create excel formula pivot table excel vba macros dashboards,https://www.fiverr.com/muzaffarmehar/create-excel-formula-pivot-table-excel-vba-macros-dashboards?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=40&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=30dcf54c-f57f-46eb-abf7-91416e96dc85,5.0(115),Level 2 Seller,"PKR 2,176",5.0,115.0,2176,Level 2 Seller,i will create excel formula pivot table excel vba macros dashboards,11,muzaffarmehar,40,7.685703061234547,4.7535901911063645,10,excel / vba / macros,89.1743657124389
"I will accurately do data mining, data collection, web scraping",https://www.fiverr.com/karladaniela715/accurately-do-data-mining-collection-web-scraping?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=41&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=cfe9823c-0364-4924-a38f-9f9dc1153656,5.0(26),Level 2 Seller,"PKR 3,263",5.0,26.0,3263,Level 2 Seller,i will accurately do data mining data collection web scraping,10,karladaniela715,41,8.090708716083997,3.295836866004329,3,scraping / web / web scraping,43.60348009542563
"I will data mining, web scraping, data processing, aggregate data",https://www.fiverr.com/rodazzle/data-mining-data-extraction-web-scrape-csv-pdf?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=42&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=5fad262a-b2aa-4a85-a278-deddf37050f3,5.0(1k+),Top Rated Seller,"PKR 32,627",5.0,1000.0,32627,Top Rated Seller,i will data mining web scraping data processing aggregate data,10,rodazzle,42,10.39292609442047,6.90875477931522,3,scraping / web / web scraping,255.28553636518154
I will help you in python,https://www.fiverr.com/adam_yuvi/help-you-in-python?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=43&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=762aedd3-ad01-46a1-9c91-51ea7f0b1ac0,4.9(27),,"PKR 1,088",4.9,27.0,1088,Unknown,i will help you in python,6,adam_yuvi,43,6.9930151229329605,3.332204510175204,1,data / help / provide,12.452506313776226
I will do your microsoft excel spreadsheet google sheet excel vba,https://www.fiverr.com/haroonbabar139/advance-excel-vba-macros?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=44&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&imp_id=2d1f1d46-a4a6-4aa3-b96c-39e57cfd2e9a,5.0(517),Level 1 Seller,"PKR 2,176",5.0,517.0,2176,Level 1 Seller,i will do your microsoft excel spreadsheet google sheet excel vba,11,haroonbabar139,44,7.685703061234547,6.249975242259483,10,excel / vba / macros,98.35134255569493
I will do automated excel spreadsheet  with excel formula and excel expert,https://www.fiverr.com/rajoahmed383/do-data-visualization-with-excel-formula-and-excel-expert?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=45&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&seller_online=true&imp_id=d1221532-76e4-4b31-9bff-9c7a2d1111cf,5.0(22),Level 2 Seller,"PKR 2,176",5.0,22.0,2176,Level 2 Seller,i will do automated excel spreadsheet with excel formula and excel expert,12,rajoahmed383,45,7.685703061234547,3.1354942159291497,10,excel / vba / macros,81.78584749789287
"I will do your excel spreadsheet and google sheet projects, vba, formula, functions",https://www.fiverr.com/anexcel_wizard/excel-spreadsheet-excel-data-entry-pdf-to-excel-google-sheets-spreadsheets-fast?context_referrer=subcategory_listing&source=category_tree&ref_ctx_id=52098a4e57d9cc0464e26e1582b37da6&pckg_id=1&pos=46&context_type=rating&funnel=52098a4e57d9cc0464e26e1582b37da6&seller_online=true&imp_id=61fcbc6b-7059-461c-a914-355d4b41619d,5.0(891),Level 2 Seller,"PKR 2,176",5.0,891.0,2176,Level 2 Seller,i will do your excel spreadsheet and google sheet projects vba formula functions,13,anexcel_wizard,46,7.685703061234547,6.79346613258001,10,excel / vba / macros,332.7747599517307
